,text
5504,"RT @pabiedu1: #UNSC vote on #USA backed resolution against 🇷🇺  for #Ukraine 
Yes (11): 🇺🇸🇬🇧🇫🇷🇦🇱🇲🇽🇬🇦🇰🇪🇬🇭🇧🇷🇮🇪🇳🇴Abstain (3):🇮🇳🇨🇳🇦🇪No(1): 🇷🇺
 #…"
5505,RT @ovo_antisocal: #BlackLivesMatter  show up and show out for my dad🙌🏾 4th and Wharton https://t.co/3Ebw6QEdRO
5506,"RT @SheilaSobrany: We can’t stay silent on the abhorrent racism being demonstrated here to Africans, these are human beings they have equal…"
5507,"@el_pais Any word about #AfricansinUkraine ? Why? #BlackLivesMatter ? 
https://t.co/Xp0UHnUyBA"
5508,"RT @TheJayDave: Reports, videos of black and Indian people being used as hostages, being beaten, being denied shelter and food in freezing…"
5509,@FuckSarahBeth Use #BlackLivesMatter Hashtag too?
5510,"💔💔💔💔😡😡😡😡😤😤

When Lord?!! When will #BlackLivesMatter?!  

Ugly reminder of the horror our loved ones endured in similar evacuations 28 years ago!!!

#Agaciro, the top Pan African philosophy needs to permeate our hearts and minds! https://t.co/FWRRZETuqe"
5511,"Africans held at the border Ukraine . Freezing there are babies, children, women , men. Why are they not being let in? #BlackLivesMatter #AfricansinUkraine #blm #African #CrimesAgainstHumanity https://t.co/dbbgubCXAP"
5512,"@OdinAwakens after all its one God. He sees everything happening
#BlackLivesMatter"
5513,"RT @pabiedu1: #UNSC vote on #USA backed resolution against 🇷🇺  for #Ukraine 
Yes (11): 🇺🇸🇬🇧🇫🇷🇦🇱🇲🇽🇬🇦🇰🇪🇬🇭🇧🇷🇮🇪🇳🇴Abstain (3):🇮🇳🇨🇳🇦🇪No(1): 🇷🇺
 #…"
5514,@autisticgospel Try #BlackLivesMatter Hashtag?
5515,"RT @Amaka_Ekwo: I’m not surprised.
She is a Black.
Is that not racism?

Someone told me that the people of Ukrainian don’t like Black peopl…"
5516,RT @flywithkamala: Very disheartened to learn Ukrainian forces denied or severely prolonged Black families’ entry to Poland for safety in a…
5517,RT @flywithkamala: Very disheartened to learn Ukrainian forces denied or severely prolonged Black families’ entry to Poland for safety in a…
5518,"RT @efobherry: WTF 🤬🤬
So many wars in Africa right now but I'd never seen anyone talk about it on Twitter but Russia invading Ukraine, Blac…"
5519,"How can you pray for people who are racially profiling? How do you get involved in something that doesn't concern you? 
#BlackLivesMatter"
5520,"RT @ClaudetteGGibs1: To be Black is to be cursed. People pay lip service to #BlackLivesMatter but when the rubber meets the road, we are ex…"
5521,Samuel David Mallard #BlackLivesMatter
5522,RT @theabbiesalcedo: The anti-blackness &amp; racism against #AfricansinUkraine is absolutely repulsive. The fact that people in #Ukraine are d…
5523,"The Irony! #Ukraine racists don’t want Africans on trains leaving for Poland as they believe they should be on first. They would normally want them out of the country as soon as poss. I pray these racists won’t be allowed into the UK.
#BlackLivesMatter 
#AfricansinUkraine"
5524,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…
5525,"RT @AdrblyFerocious: Please help support Black creatives! ♥️

#BlackHistoryMonth 
#BlackLivesMatter 
#ResistanceUnited"
5526,The anti-blackness &amp; racism against #AfricansinUkraine is absolutely repulsive. The fact that people in #Ukraine are denying #AfricansinUkraine the humanity extended to Whites during a humanitarian crisis is just incomprehensible &amp; pure evil. #BlackLivesMatter https://t.co/zkCDmf1HPe
5527,"RT @RefugeesinLibya: We call on all relevant authorities, active parties to let African refugees in to Poland like any other refugees,they…"
5528,"""Before long, headless bodies and decapitated heads were appearing on the ... 

Liberia We Must Tell Our Children, Our Leaders the Truth!""
https://t.co/e1i6IAcwQi #HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow"
5529,"RT @Tilley101: Absolutely horrific, get these young people to safety now  

#BlackLivesMatter"
5530,"RT @efobherry: WTF 🤬🤬
So many wars in Africa right now but I'd never seen anyone talk about it on Twitter but Russia invading Ukraine, Blac…"
5531,"RT @mefeater: 10 years ago today #TrayvonMartin was shot and killed while walking home unarmed. We will always remember him. 🖤
#BlackLivesM…"
5532,RT @UKGastroDr: This has really saddened me - though sadly not a surprise. Doesn’t matter what the situation - the darker your skin the wor…
5533,"RT @joelnasasira1: The Scenes of the Black People Being Left Out Of the Lines for Those Entering Poland From Ukraine Are Disturbing.
Its A…"
5534,"RT @RefugeesinLibya: We call on all relevant authorities, active parties to let African refugees in to Poland like any other refugees,they…"
5535,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
5536,"RT @RefugeesinLibya: We call on all relevant authorities, active parties to let African refugees in to Poland like any other refugees,they…"
5537,RT @sorayaRESIST: For new followers I'm a progressive liberal socialist 🦋 believe in women's rights #MeToo…
5538,@ElieNYC And that my brother is the power of propaganda because he alone refused to negotiate the NATO problem and his people are forced to fight and if they don't he has given the order to shoot them. With Black people being denied access to escape transportation. #BlackLivesMatter
5539,"Luckily its not a Black country our headless bodies  were put full scale on front pages of English News Papers at start of invasion into Liberia after just a few dead..

#HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow"
5540,"RT @Tilley101: Absolutely horrific, get these young people to safety now  

#BlackLivesMatter"
5541,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
5542,"RT @No_ItsBollocks: Todays bollocks 

The “journalist” Angela Levin who can’t even get the initials for one of the biggest black civil righ…"
5543,"RT @RefugeesinLibya: We call on all relevant authorities, active parties to let African refugees in to Poland like any other refugees,they…"
5544,RT @iamsharonmorgan: Solidarity with @Nadine_Writes and those being subjected to racism and anti-Blackness whilst trying to flee the war in…
5545,"RT @CUmeberechukwu: #NigeriaInvasion: Why the World Attention is on Ukraine, the #Nigeria State Invaded BIAFRA. The World Won't Talk about…"
5546,"RT @efobherry: WTF 🤬🤬
So many wars in Africa right now but I'd never seen anyone talk about it on Twitter but Russia invading Ukraine, Blac…"
5547,"Just pray for the black Africans to make it safe back to their homeland.
#racism 
#AfricansinUkraine
#BlackLivesMatter 
#Ukraine #UkraineRussiaWar 
Gb WhatsApp https://t.co/6UBuk2rukt"
5548,"Just so we're all clear why this war and the people of Ukraine matter, whereas Palestinians, the people of Yemen and the victims of countless unreported conflicts don't. #BlackLivesMatter https://t.co/Ta22Yl95Gr"
5549,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
5550,"RT @MsAshleyBabii: Feb. 26, 1926: Carter G. Woodson started
Negro History Week. This week would later
become Black History Month. - via NRC…"
5551,RT @JeanJacquesDes7: @SecBlinken This year marks the 107th anniversary since the US invaded Haiti unprovoked and occupied the country killi…
5552,"RT @KwesiKolombia: This isn't good 
Ukrainians should stop #racism🚩 now ,🇬🇭🇳🇬🇹🇬🇸🇳🇲🇱🇬🇼🇧🇯🇨🇬
#endblackbutality #stopukrainianracist #borderpas…"
5553,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…
5554,"RT @RefugeesinLibya: We call on all relevant authorities, active parties to let African refugees in to Poland like any other refugees,they…"
5555,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…
5556,It's  ironic  how  African  countries  are  standing up for  Ukraine  but  are  quiet  about black  facing  racism .......#Blacklivesmatter remember this  when #racism
5557,"RT @jimthevic: Once again Black &amp; brown people sidelined, marginalised, penalised, &amp; brutalised in an already horrific situation. 
#BlackLi…"
5558,"RT @jimthevic: Once again Black &amp; brown people sidelined, marginalised, penalised, &amp; brutalised in an already horrific situation. 
#BlackLi…"
5559,"RT @joelnasasira1: The Scenes of the Black People Being Left Out Of the Lines for Those Entering Poland From Ukraine Are Disturbing.
Its A…"
5560,"RT @fatimazsaid: Fortress Europe will always make time for anti-Blackness and racism, even when there’s a whole war raging on its continent…"
5561,"RT @efobherry: WTF 🤬🤬
So many wars in Africa right now but I'd never seen anyone talk about it on Twitter but Russia invading Ukraine, Blac…"
5562,RT @PTheeEducator: This is straight poetry y'all. #BlackLivesMatter Inhabiting Worlds Where Black Lives Really Matter - YES! Magazine https…
5563,"RT @mefeater: 10 years ago today #TrayvonMartin was shot and killed while walking home unarmed. We will always remember him. 🖤
#BlackLivesM…"
5564,"Reports, videos of black and Indian people being used as hostages, being beaten, being denied shelter and food in freezing cold by Ukraine gov people. This is war crime.  #BlackLivesMatter ?
#PolandBorder #UkraineWar 

@IndiainUkraine @IndiainPoland @IndEmbMoscow @DrSJaishankar"
5565,"RT @CUmeberechukwu: #NigeriaInvasion: Why the World Attention is on Ukraine, the #Nigeria State Invaded BIAFRA. The World Won't Talk about…"
5566,"Take note @MarkJGolding @LisaHannamp 

#BlackLivesMatter

#UkraineUnderAttack https://t.co/cOq3fuImyy"
5567,"RT @MsAshleyBabii: Feb. 26, 1926: Carter G. Woodson started
Negro History Week. This week would later
become Black History Month. - via NRC…"
5568,RT @ElvisSnagsMaine: Sick racist fuckers! 🤬 #BlackLivesMatter https://t.co/9NcdhtOMZF
5569,"Once again Black &amp; brown people sidelined, marginalised, penalised, &amp; brutalised in an already horrific situation. 
#BlackLivesMatter #AfricansinUkraine https://t.co/rGeSS04JAd"
5570,RT @say_the_names: Terrence Franklin #BlackLivesMatter
5571,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
5572,"RT @meralhece: Even in times of war, racism is evident. Some people more equal than others. #BlackLivesMatter"
5573,"RT @CUmeberechukwu: #NigeriaInvasion: Why the World Attention is on Ukraine, the #Nigeria State Invaded BIAFRA. The World Won't Talk about…"
5574,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…
5575,"The Irony! Under normal circumstances Ukrainian racists would want to get the Africans ON the trains &amp; out of #ukraine, now they don’t want to as this video reveals. Let’s hope these racists don’t end up in the UK. 
#AfricansinUkraine 
#BlackLivesMatter 

https://t.co/wb2yJdBHEK"
5576,"#BlackLivesMatter Wherever you are, learn eternal value of buying a good sleeping bag. Light to carry, cheap to buy, at least, you may sleep warm, safe and dry at night. Such may save your life from elements, when some may abandon you. Also maybe buy a portable 1-2 person tent.☮️"
5577,RT @OldMainBell: Ding^ ding DING &amp; Ding Ding ding &amp; Ding #PennState #BlackLivesMatter #JusticeForAll
5578,"RT @SheilaSobrany: We can’t stay silent on the abhorrent racism being demonstrated here to Africans, these are human beings they have equal…"
5579,RT @ElvisSnagsMaine: Sick racist fuckers! 🤬 #BlackLivesMatter https://t.co/9NcdhtOMZF
5580,RT @PTheeEducator: This is straight poetry y'all. #BlackLivesMatter Inhabiting Worlds Where Black Lives Really Matter - YES! Magazine https…
5581,RT @BeatriceLacy: Understand how the murder of a young black man 10 years ago resulted in Black Lives Matter https://t.co/gLvBJwzXsv   #Bla…
5582,Ding^ ding DING &amp; Ding Ding ding &amp; Ding #PennState #BlackLivesMatter #JusticeForAll
5583,"RT @CUmeberechukwu: #NigeriaInvasion: Why the World Attention is on Ukraine, the #Nigeria State Invaded BIAFRA. The World Won't Talk about…"
5584,Sick racist fuckers! 🤬 #BlackLivesMatter https://t.co/9NcdhtOMZF
5585,"RT @MsAshleyBabii: Feb. 26, 1926: Carter G. Woodson started
Negro History Week. This week would later
become Black History Month. - via NRC…"
5586,This is straight poetry y'all. #BlackLivesMatter Inhabiting Worlds Where Black Lives Really Matter - YES! Magazine https://t.co/OrK5Gq5W0W
5587,"RT @joelnasasira1: The Scenes of the Black People Being Left Out Of the Lines for Those Entering Poland From Ukraine Are Disturbing.
Its A…"
5588,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…
5589,RT @JeanJacquesDes7: @SecBlinken This year marks the 107th anniversary since the US invaded Haiti unprovoked and occupied the country killi…
5590,"RT @royal_suitor: “#HarryAndMeghan began working privately w/ the @NAACP in 2020 in the wake of George Floyd's death. At the time, they wer…"
5591,"RT @CUmeberechukwu: #NigeriaInvasion: Why the World Attention is on Ukraine, the #Nigeria State Invaded BIAFRA. The World Won't Talk about…"
5592,Understand how the murder of a young black man 10 years ago resulted in Black Lives Matter https://t.co/gLvBJwzXsv   #BlackLivesMatter
5593,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…
5594,"RT @efobherry: WTF 🤬🤬
So many wars in Africa right now but I'd never seen anyone talk about it on Twitter but Russia invading Ukraine, Blac…"
5595,"RT @mefeater: 10 years ago today #TrayvonMartin was shot and killed while walking home unarmed. We will always remember him. 🖤
#BlackLivesM…"
5596,"RT @SenDuckworth: Today marks two years since Ahmaud Arbery was chased and shot down for jogging while Black.

While his murderers are righ…"
5597,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…
5598,"WTF 🤬🤬
So many wars in Africa right now but I'd never seen anyone talk about it on Twitter but Russia invading Ukraine, Blacks are the people shouting the most and now they're telling us to focus on our people 💯💯🤬🤬
 #racism #AfricansinUkraine
#fuckthewar #BlackLivesMatter https://t.co/sYI2euzFaK"
5599,RT @sydneycarolynn: Police brutality is a thing and has been a serious problem for almost a century now. Sometimes it isn’t even about race…
5600,"Fighting and praying for a country supporting racism??
Too bad
#UkraineRussiaWar #Ukraine #Ukrainian #BlackLivesMatter"
5601,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
5602,"This isn't good 
Ukrainians should stop #racism🚩 now ,🇬🇭🇳🇬🇹🇬🇸🇳🇲🇱🇬🇼🇧🇯🇨🇬
#endblackbutality #stopukrainianracist #borderpassageforall #blacklivesmatter https://t.co/vOWz5jHo1d"
5603,Story by @Jerseynews_Bill #BlackHistoryMonth #BlackLivesMatter https://t.co/4g5uUQwtCx
5604,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…
5605,RT @sydneycarolynn: Police brutality is a thing and has been a serious problem for almost a century now. Sometimes it isn’t even about race…
5606,"UN reports at least 240 civilian casualties, 64 deaths in Ukraine

https://t.co/lho7tftRwE #HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow"
5607,RT @MRNurse27th: RARE! Albert Einstein lecturing at Lincoln University in PA because he felt education should be EQUAL! Photo was rarely pu…
5608,RT @flywithkamala: Very disheartened to learn Ukrainian forces denied or severely prolonged Black families’ entry to Poland for safety in a…
