,Unnamed: 0,text,Preporcessed_Text
4580,4580,"Africans are not being allowed to escape from Ukraine, as it's priority for others to be safe first. EU countries are not even accepting them, some requiring negotiations. Imagine being ""Racists"" at this juncture &amp; not getting called out. What happened to #BlackLivesMatter",africans allow escape ukraine priority other safe first eu country even accept require negotiation imagine racist juncture amp get call happen blacklivesmatter
4581,4581,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,rt nadinewrite black people stick ukraine reportedly subject racism even attempt flee safety even duri
4582,4582,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
4583,4583,"Thu Jun 04 2020 New York City, New York - NYPD target non-protesting legal observers WATCH: https://t.co/hkP3xUoBnA City #NewYork CityNew York #NYCPD #blacklivesmatter #blm #defundthepolice #abolishthepolice",thu jun new york city new york nypd target nonproteste legal observer watch httpstcohkpxuobna city newyork citynew york nycpd blacklivesmatter blm defundthepolice abolishthepolice
4584,4584,"Oh my God, does this guy not realise that black women's lives  matter? Her body her choice - hello!
 #BlackLivesMatter https://t.co/YvKMGjPU3g",oh god guy realise black womens live matter body choice hello blacklivesmatter httpstcoyvkmgjpug
4585,4585,"RT @RefugeesinLibya: We call on all relevant authorities, active parties to let African refugees in to Poland like any other refugees,they…",rt refugeesinlibya call relevant authority active party let african refugee poland like refugeesthey
4586,4586,"RT @BerondaM: He hasn't ""picked flowers"" from the yard for me in over a decade. Today he leaves this beauty for me to bring me smiles becau…",rt berondam pick flower yard decade today leave beauty bring smile becau
4587,4587,"Say their name.
 Kisha Michael, 2016-02-21 🙏🏼#BlackLivesMatter",say name kisha michael blacklivesmatter
4588,4588,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,rt nadinewrite black people stick ukraine reportedly subject racism even attempt flee safety even duri
4589,4589,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
4590,4590,"RT @JeanJacquesDes7: This 👇🏾

#BlackLivesMatter  in Haiti too!
#NoToImperialism https://t.co/e8u1zAzuhd",rt jeanjacquesdes blacklivesmatter haiti notoimperialism httpstcoeuzazuhd
4591,4591,"RT @AdrblyFerocious: Black lives exist every day, not only in the shortest month of the year. 🙄 ✊🏽✊🏾✊🏿✊🏼

#BlackHistoryMonth 
#BlackLivesMa…",rt adrblyferocious black life exist every day short month year blackhistorymonth blacklivesma
4592,4592,"2/26/22 made 10 years since #TrayvonMartin was extrajudicially murdered by a civilian looking to protect his community from the apparent evils of pectin-based candies, high fructose corn syrup, &amp; Blackness. Trayvon turned 17yo 21 days before
#JusticeForTrayvon #BlackLivesMatter",make year since trayvonmartin extrajudicially murder civilian look protect community apparent evil pectinbase candy high fructose corn syrup amp blackness trayvon turn yo days justicefortrayvon blacklivesmatter
4593,4593,No country should be denied from accessing humanitarian aid. #TigrayIsSuffering for almost 500days. #HR6600 now! #BlackLivesMatter #Tigrayans #WeStandWithUkraine https://t.co/popKtpMpZf,country deny access humanitarian aid tigrayissuffere almost day hr blacklivesmatter tigrayan westandwithukraine httpstcopopktpmpzf
4594,4594,"Right at this moment of war and destruction, what do the blah blah blah have to say in relation to ""global warming"", leftists ladies &amp; leftists gentlemen &amp; #BlackLivesMatter such as: @GretaThunberg @algore @BarackObama @JohnKerry @HillaryClinton ?? .. #comunism #Bidenlovers ? https://t.co/x6VtgH0X5w",right moment war destruction blah blah blah say relation global warming leftist lady amp leftist gentleman amp blacklivesmatter gretathunberg algore barackobama johnkerry hillaryclinton comunism bidenlover httpstcoxvtghxw
4595,4595,"@AnnLinde You condemned Malian military, but praises Ukrainians. Are you not a racist or hater of Blackmans freedom? #BlackLivesMatter",annlinde condemn malian military praise ukrainians racist hater blackmans freedom blacklivesmatter
4596,4596,RT @CheriDiNovo: It's still #BlackHistoryMonth #BlackLivesMatter don't forget,rt cheridinovo still blackhistorymonth blacklivesmatter forget
4597,4597,"RT @YourSuziekins: 27th of February, 2022. #SayHerName #BreonnaTaylor #JusticeForBreonnaTaylor #JusticeForBreonna #BlackLivesMatter #BlackV…",rt yoursuziekins th february sayhername breonnataylor justiceforbreonnataylor justiceforbreonna blacklivesmatter blackv
4598,4598,"Nigerians and other Blacks denied access to Poland borders

https://t.co/HlGIXLCBdg #HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow",nigerians black deny access poland borders httpstcohlgixlcbdg holocaustmemorialday mlk grenfelltower blacklivesmatter bidenharris oprahmeghanharry reparationsnow
4599,4599,Still #BlackHistoryMonth #BlackLivesMatter https://t.co/bJlTLvl3Ga,still blackhistorymonth blacklivesmatter httpstcobjltlvlga
4600,4600,"@oriolesrise @TheFrizz87 @AlexanderRaine7 @KennJDodgerBlue @SteveDugan1950 @jim_ohh @BloggerTubbs @TableTopMania @KJOKBASEBALL @Curt_Burner @lyndonwise1 @Baseball_More @BBender09 @APBAreplay @SodaJerk25 @nlbmprez @ishadow1 @georgesands58 @StevenHerbert @cmskiera @JackLyn99040011 @ReplayApba @mrteefers @LeeStover10 @croyboy47 @SamSilverstein @mcheno @StevenR0ie @chetmorton @ThePeskyPole @o_replays @heyblue @chicagomark7 @MartyKrause16 @2Tabletopsports @theapbablog @APBAgames @JDaniel2033 @maxzarak @ragtaggiggagon @AmazinAsCraze @85Strat @cbsky7 @lyndonwise @bringer_of_heat @DodgerRallyCat @porkrind @MLB @NLBMuseumKC Updated #1947League standings, May 2, 1947. This is what #MLB would have looked like if they had integrated fully in '47.

https://t.co/OmR282CuJy

#blackhistorymonth #blacklivesmatter #blackhistorymatters https://t.co/wAF3NNMQz9",oriolesrise thefrizz alexanderraine kennjdodgerblue stevedugan jimohh bloggertubb tabletopmania kjokbaseball curtburner lyndonwise baseballmore bbender apbareplay sodajerk nlbmprez ishadow georgesand stevenherbert cmskiera jacklyn replayapba mrteefer leestover croyboy samsilverstein mcheno stevenrie chetmorton thepeskypole oreplays heyblue chicagomark martykrause tabletopsports theapbablog apbagames jdaniel maxzarak ragtaggiggagon amazinascraze strat cbsky lyndonwise bringerofheat dodgerrallycat porkrind mlb nlbmuseumkc update league standing may mlb would look like integrate fully httpstcoomrcujy blackhistorymonth blacklivesmatter blackhistorymatter httpstcowafnnmqz
4601,4601,"It's really disgusting to see the folks that ran to every #BLM protest with signs, and tee shirts are now quiet. Very few yt people (globally) care about #AfricansinUkraine, and it shows in the comments. 

ALL #BlackLivesMatter",really disgusting see folk run every blm protest sign tee shirt quiet yt people globally care africansinukraine show comment blacklivesmatter
4602,4602,RT @cdivas1028: Ten years. #TrayvonMartin #BlackLivesMatter https://t.co/F5gRdX40GJ,rt cdivas ten year trayvonmartin blacklivesmatter httpstcofgrdxgj
4603,4603,"Hundreds of Africans trapped in Ukraine warzone

 https://t.co/2jEkixzCxc #HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow",hundred africans trap ukraine warzone httpstcojekixzcxc holocaustmemorialday mlk grenfelltower blacklivesmatter bidenharris oprahmeghanharry reparationsnow
4604,4604,"RT @wedi_atse: “This is the saddest moment of my life” @antonioguterres 

But you don’t care about the #TigrayGenocide right?
#BlackLivesMa…",rt wediatse saddest moment life antonioguterre do not care tigraygenocide right blacklivesma
4605,4605,RT @ovo_antisocal: #BlackLivesMatter  show up and show out for my dad🙌🏾 4th and Wharton https://t.co/3Ebw6QEdRO,rt ovoantisocal blacklivesmatter show show dad th wharton httpstcoebwqedro
4606,4606,"RT @Alima1000: ""South Africa""

GEMS has the audacity to repeat the realities of apartheid discrimination.

👇🏾👨🏿‍⚕️🥼🩺
https://t.co/rSFvFIelI…",rt alima south africa gem audacity repeat realitie apartheid discrimination httpstcorsfvfieli
4607,4607,"RT @AdrblyFerocious: Black lives exist every day, not only in the shortest month of the year. 🙄 ✊🏽✊🏾✊🏿✊🏼

#BlackHistoryMonth 
#BlackLivesMa…",rt adrblyferocious black life exist every day short month year blackhistorymonth blacklivesma
4608,4608,#BlackLivesMatter.  This is both infuriating and heartbreaking... https://t.co/MxDl8KGI7q,blacklivesmatter infuriate heartbreake httpstcomxdlkgiq
4609,4609,"RT @Mahdahnah1: In Honor of Black History Month.
#BlackHistoryMonth 
#BlackLivesMatter https://t.co/MG9cr2sS8S",rt mahdahnah honor black history month blackhistorymonth blacklivesmatter httpstcomgcrsss
4610,4610,@Damilare_arah Where is #BlackLivesMatter ?,damilarearah blacklivesmatter
4611,4611,"RT @isidney75: What is going on??? This is ridiculous!!! This is sad. I know there's a war but this is wrong on so many levels!!!
#RussiaUk…",rt isidney go ridiculous sad know war wrong many level russiauk
4612,4612,"RT @MBUDDMA: •Short Documentary:Khilafat Turning Fear into Peace  https://t.co/79c1n6eUOH

•One community one Leader
https://t.co/eE6RKaXKc…",rt mbuddma short documentarykhilafat turn fear peace httpstcocneuoh one community one leader httpstcoeerkaxkc
4613,4613,"RT @isidney75: What is going on??? This is ridiculous!!! This is sad. I know there's a war but this is wrong on so many levels!!!
#RussiaUk…",rt isidney go ridiculous sad know war wrong many level russiauk
4614,4614,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
4615,4615,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
4616,4616,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,rt nadinewrite black people stick ukraine reportedly subject racism even attempt flee safety even duri
4617,4617,"Prays for those facing persecution in Ukraine for their protection speak sense to Putin.

https://t.co/ko2kkZe5KR #HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow",pray face persecution ukraine protection speak sense putin httpstcokokkzekr holocaustmemorialday mlk grenfelltower blacklivesmatter bidenharris oprahmeghanharry reparationsnow
4618,4618,"RT @AdrblyFerocious: Black lives exist every day, not only in the shortest month of the year. 🙄 ✊🏽✊🏾✊🏿✊🏼

#BlackHistoryMonth 
#BlackLivesMa…",rt adrblyferocious black life exist every day short month year blackhistorymonth blacklivesma
4619,4619,"RT @Alima1000: ""South Africa""

GEMS has the audacity to repeat the realities of apartheid discrimination.

👇🏾👨🏿‍⚕️🥼🩺
https://t.co/rSFvFIelI…",rt alima south africa gem audacity repeat realitie apartheid discrimination httpstcorsfvfieli
4620,4620,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…",rt africanarchive year ago today unarmed trayvon martin shoot dead george zimmerman fuel movement blac
4621,4621,"The YT Americans rooting for Russia wanted BLM protesters shot.

#BlackLivesMatter 
#Russia",yt americans root russia want blm protester shoot blacklivesmatter russia
4622,4622,"RT @fatimazsaid: Fortress Europe will always make time for anti-Blackness and racism, even when there’s a whole war raging on its continent…",rt fatimazsaid fortress europe always make time antiblackness racism even there s whole war rage continent
4623,4623,"RT @isidney75: What is going on??? This is ridiculous!!! This is sad. I know there's a war but this is wrong on so many levels!!!
#RussiaUk…",rt isidney go ridiculous sad know war wrong many level russiauk
4624,4624,"RT @mefeater: 10 years ago today #TrayvonMartin was shot and killed while walking home unarmed. We will always remember him. 🖤
#BlackLivesM…",rt mefeater year ago today trayvonmartin shoot kill walk home unarmed always remember blacklivesm
4625,4625,"""South Africa""

GEMS has the audacity to repeat the realities of apartheid discrimination.

👇🏾👨🏿‍⚕️🥼🩺
https://t.co/rSFvFIelIj

@CMScares4u @GEMS_Number1
@HealthZA Constitution ""The EFF""
Spirituality #QM #4IR
#BlackLivesMatter 
#The7dayTheory #BudgetSpeech2022 #BlackHistoryMonth https://t.co/LAHglN7Mni",south africa gem audacity repeat realitie apartheid discrimination httpstcorsfvfielij cmscaresu gemsnumber healthza constitution eff spirituality qm ir blacklivesmatter thedaytheory budgetspeech blackhistorymonth httpstcolahglnmni
4626,4626,RT @AttorneyGriggs: Today we supported the family of Jimmy Atchison. We will say Justice for #JimmyAtchison. #SayhisName #JusticeForJimmy #…,rt attorneygriggs today support family jimmy atchison say justice jimmyatchison sayhisname justiceforjimmy
4627,4627,I AM NOT FOR #UKRAINE 🇺🇦 AND I AINT PRAYING FOR UKRAINE SINCE THEY HATE BLACK PEOPLE I HOPE #RUSSIA 🇷🇺 GIVE THEM A NEW BUTT WHOLE. MAYBE 🤔 YOU WILL LEARN TO LOVE ❤️ ALL PEOPLE. This what you get #ukraine when you hate #GODS CHILDREN #BlackLivesMatter #russiansoldiers GO TO WORK,ukraine be not pray ukraine since hate black people hope russia give new butt whole maybe learn love people get ukraine hate god child blacklivesmatter russiansoldier go work
4628,4628,"RT @isidney75: What is going on??? This is ridiculous!!! This is sad. I know there's a war but this is wrong on so many levels!!!
#RussiaUk…",rt isidney go ridiculous sad know war wrong many level russiauk
4629,4629,"RT @VeedusM: #POTUS 
#SCOTUS 
#GOP 
#DNC 
#PressSec 
#RepMTG
#FoxNews 
#CNN 
#Antifa 
#BlackLivesMatter 
#ISIS 
#PONTIFEX 
#Copelandnetwork…",rt veedusm potus scotus gop dnc presssec repmtg foxnews cnn antifa blacklivesmatter isis pontifex copelandnetwork
4630,4630,RT @Alyssia_Hammond: #USA IS NOT FOR #UKRAINE BECAUSE THEY ARE LEAVING BLACK PPL BEHIND. I HOPE @KremlinRussia_E @Russia @mfa_russia USE EV…,rt alyssiahammond usa ukraine leave black ppl behind hope kremlinrussiae russia mfarussia use ev
4631,4631,"RT @efobherry: WTF 🤬🤬
So many wars in Africa right now but I'd never seen anyone talk about it on Twitter but Russia invading Ukraine, Blac…",rt efobherry wtf many war africa right would never see anyone talk twitt russia invade ukraine blac
4632,4632,"RT @BiafranTweets: #FocusOnBiafra: It's never late to Speak about BIAFRA seeking for #REFERENDUM to save lives. #BlackLivesMatter

#FreeBia…",rt biafrantweets focusonbiafra never late speak biafra seek referendum save life blacklivesmatter freebia
4633,4633,"RT @AdrblyFerocious: Black lives exist every day, not only in the shortest month of the year. 🙄 ✊🏽✊🏾✊🏿✊🏼

#BlackHistoryMonth 
#BlackLivesMa…",rt adrblyferocious black life exist every day short month year blackhistorymonth blacklivesma
4634,4634,RT @ViolenceNBoston: 🚨Ukrainian Drags Screaming Black Woman off Train Only Whites Allowed. #ukrainewar #ProtectBlackWomen #BlackLivesMatter…,rt violencenboston ukrainian drag scream black woman train white allow ukrainewar protectblackwoman blacklivesmatter
